sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes
500103003,YouBike2.0_合昌宮,大同區,2025-12-08 18:35:17,環河北路二段371號旁,Datong Dist,YouBike2.0_Hechang Temple,No. 371， Sec. 2， Huanhe N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:35:17,2025-12-08,15,2,25.07717,121.50934,13
500103004,YouBike2.0_民族延平路口,大同區,2025-12-08 18:40:03,延平北路三段123號北側,Datong Dist,YouBike2.0_Minzu Rd. & Yanping Rd. Intersection,No. 123， Sec. 3， Yanping N. Rd. (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,36,24,25.06864,121.5107,10
500103005,YouBike2.0_重慶酒泉街口,大同區,2025-12-08 18:31:15,重慶北路三段260號前,Datong Dist,YouBike2.0_Chongqing Rd. & Jiuquan St. Intersection,No. 260， Sec. 3， Chongqing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:31:15,2025-12-08,44,15,25.07158,121.51368,29
500103006,YouBike2.0_樹德公園,大同區,2025-12-08 18:55:20,大龍街85巷12號對側,Datong Dist,YouBike2.0_Shude Park,No. 12， Ln. 85， Dalong St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,14,2,25.06647,121.5165,12
500103007,YouBike2.0_陳天來故居,大同區,2025-12-08 18:50:05,西寧北路112號前方,Datong Dist,YouBike2.0_Chen Tian-lai Residence,No. 112， Xining N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,16,14,25.05601,121.50895,1
500103008,YouBike2.0_臺北孔廟,大同區,2025-12-08 18:46:16,哈密街61號口對側人行道,Datong Dist,YouBike2.0_Taipei Confucius Temple,No. 61， Hami St. Intersection (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:46:16,2025-12-08,37,1,25.07378,121.51583,36
500103009,YouBike2.0_捷運圓山站(1號出口),大同區,2025-12-08 18:50:05,捷運圓山站(1號出口)東側,Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 1),MRT Yuanshan Sta. (Exit 1) (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,81,7,25.07133,121.52024,73
500103010,YouBike2.0_酒泉延平路口,大同區,2025-11-19 07:18:15,酒泉街235號前,Datong Dist,YouBike2.0_Jiuquan St. & Yanping Rd. Intersection,No. 235， Jiuquan St.,0,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-11-19 07:18:15,2025-11-19,41,0,25.0722,121.51057,41
500103011,YouBike2.0_重慶國中,大同區,2025-12-08 17:00:03,敦煌路19號前,Datong Dist,YouBike2.0_Chongqing Junior High School,No. 19， Dunhuang Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:00:03,2025-12-08,64,8,25.07567,121.51862,56
500103012,YouBike2.0_重慶北路三段383巷口,大同區,2025-12-08 17:30:04,敦煌路與重慶北路三段383巷口,Datong Dist,YouBike2.0_Ln. 383， Sec. 3， Chongqing N Rd. Intersection,Dunhuang Rd. & Ln. 383， Sec. 3， Chongqing N Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,34,3,25.07598,121.51409,31
500103013,YouBike2.0_台北數位產業園區,大同區,2025-12-08 18:59:15,承德路三段287號前方,Datong Dist,YouBike2.0_DigiBlock Taipei,No. 287， Sec. 3， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:59:15,2025-12-08,24,24,25.07447,121.52003,0
500103019,YouBike2.0_民權延平路口(西北側),大同區,2025-12-08 18:20:04,民權西路239號前方,Datong Dist,YouBike2.0_Minquan Rd. & Yanping Rd. Intersection (Northwest),No. 239， Minquan W. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,20,2,25.06326,121.51099,18
500103020,YouBike2.0_民權迪化街口,大同區,2025-12-08 18:40:03,民權西路與迪化街一段口(橋墩下),Datong Dist,YouBike2.0_Minquan Rd. & Dihua St. Intersection,Minquan W. Rd. & Sec. 1， Dihua St. Intersection (Under Bridge),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,45,6,25.06327,121.50943,39
500103021,YouBike2.0_大稻埕公園,大同區,2025-12-08 18:40:03,安西街1巷7號(對側),Datong Dist,YouBike2.0_Dadaocheng Park,No. 7， Ln. 1， Anxi St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,35,13,25.05915,121.51033,22
500103022,YouBike2.0_大龍老人住宅,大同區,2025-12-08 18:35:17,民族西路82號前方,Datong Dist,YouBike2.0_Dalong Old People Housing,No. 82， Minzu W. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:35:17,2025-12-08,14,1,25.06853,121.51729,13
500103023,YouBike2.0_大龍峒社會住宅,大同區,2025-12-08 18:30:03,承德路三段210號旁,Datong Dist,YouBike2.0_Dalongdong Social Housing,No. 210， Sec. 3， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,34,14,25.0708,121.51826,20
500103024,YouBike2.0_捷運大橋頭站(2號出口),大同區,2025-12-08 18:50:05,捷運大橋頭站(2號出口)西側,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 2),MRT Daqiaotou Sta. (Exit 2) (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,57,2,25.06314,121.51308,54
500103025,YouBike2.0_捷運大橋頭站(1A出口),大同區,2025-12-08 18:56:15,民權西路237號旁,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 1A),No. 237， Minquan W Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:56:15,2025-12-08,30,0,25.06325,121.51162,28
500103026,YouBike2.0_捷運民權西路站(2號出口),大同區,2025-12-08 18:56:15,捷運民權西路站(2號出口)西側,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 2),MRT Minquan W. Rd. Sta. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:56:15,2025-12-08,25,0,25.06174,121.51969,23
500103027,YouBike2.0_捷運雙連站(2號出口),大同區,2025-12-08 18:50:05,萬全街22號對面,Datong Dist,YouBike2.0_MRT Shuanglian Sta. (Exit 2),No. 22， Wanquan St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,41,4,25.05826,121.52063,37
500103028,YouBike2.0_捷運北門站(3號出口),大同區,2025-12-08 18:40:03,塔城街與鄭州路口西南側,Datong Dist,YouBike2.0_MRT Beimen. (Exit 3),Tacheng St. & Zhengzhou Rd. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,86,32,25.04991,121.5104,53
500103029,YouBike2.0_朝陽公園,大同區,2025-12-08 18:50:05,重慶北路二段62-1號旁,Datong Dist,YouBike2.0_Zhaoyang Park,No. 62-1， Sec. 2， Chongqing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,10,7,25.05592,121.51367,3
500103030,YouBike2.0_永樂市場,大同區,2025-12-08 18:50:05,南京西路233巷103號旁,Datong Dist,YouBike2.0_Yongle Market,No. 103， Ln. 233， Nanjing W. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,36,4,25.05454,121.51052,30
500103031,YouBike2.0_大龍公園,大同區,2025-12-08 17:50:04,大龍街217號對側,Datong Dist,YouBike2.0_Dalong Park,No. 217， Dalong St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,26,2,25.07049,121.51596,24
500103032,YouBike2.0_重慶涼州街口,大同區,2025-12-08 18:58:16,重慶北路二段180號旁,Datong Dist,YouBike2.0_Chongcing Rd. & Liangjhou St. Intersection,No. 180， Sec. 2， Chongcing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:58:16,2025-12-08,13,0,25.06054,121.51338,13
500103033,YouBike2.0_圓山線形公園,大同區,2025-12-08 18:50:05,玉門街/民族西路(西北側),Datong Dist,YouBike2.0_Linear Park - Yuanshan,Minzu Rd. & Minzu W. Rd. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,26,9,25.06867,121.51993,16
500103034,YouBike2.0_圓環站,大同區,2025-12-08 18:30:03,重慶北路一段128號前,Datong Dist,YouBike2.0_Yuanhuan,No. 128， Sec. 1， Chongcing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,31,15,25.05369,121.51418,16
500103035,YouBike2.0_重慶民族路口,大同區,2025-12-08 18:40:03,重慶北路三段138號前,Datong Dist,YouBike2.0_Chongcing Rd. & Minzu Rd. Intersection,No. 138， Sec. 3， Chongcing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,32,12,25.06853,121.51359,19
500103036,YouBike2.0_承德路三段8巷口,大同區,2025-12-08 18:53:17,承德路三段14號前,Datong Dist,YouBike2.0_Ln. 8， Sec. 3， Chengde Rd. Intersection,No. 14， Sec. 3， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:53:17,2025-12-08,21,0,25.06407,121.51822,20
500103037,YouBike2.0_太原廣場,大同區,2025-12-08 18:50:05,鄭州路23號(旁),Datong Dist,YouBike2.0_Tai Yuan Guang Chang,No. 23， Zhengzhou Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,31,21,25.04925,121.51468,10
500103038,YouBike2.0_國順公園,大同區,2025-12-08 17:50:04,昌吉街117號前,Datong Dist,YouBike2.0_Guoshun Park,No. 117， Changji St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,20,11,25.06594,121.51078,9
500103039,YouBike2.0_聯合醫院中興院區,大同區,2025-12-08 18:50:05,長安西路299號(對面),Datong Dist,YouBike2.0_Taipei City Hospital Zhongxing Branch,No. 299， Chang'an W. Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,48,3,25.05205,121.50818,45
500103040,YouBike2.0_蔣渭水紀念公園,大同區,2025-12-08 18:50:05,錦西街/興城街口(西南側),Datong Dist,YouBike2.0_Chiang Wei-shui Memorial Park,Jinxi St. & Xingcheng St. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,47,6,25.06011,121.51729,41
500103041,YouBike2.0_迪化休閒運動公園,大同區,2025-12-08 18:40:03,延平北路四段200號(南側),Datong Dist,YouBike2.0_Dihua Recreational Sports Park,No. 200， Sec. 4， Yanping N. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,31,21,25.07491,121.5115,10
500103042,YouBike2.0_大同運動中心,大同區,2025-12-08 18:30:03,大龍街51號(旁),Datong Dist,YouBike2.0_Taipei DaTong Sports Center,No. 51， Dalong St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,16,5,25.06496,121.51608,11
500103043,YouBike2.0_重慶保安街口(家樂福重慶店),大同區,2025-12-08 18:40:03,重慶北路二段171號(旁),Datong Dist,YouBike2.0_Chongqing Rd. & Bao'an St. Intersection,No. 171， Sec. 2， Chongqing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,20,2,25.05918,121.51373,17
500103044,YouBike2.0_大稻埕碼頭,大同區,2025-12-08 18:20:04,大稻埕疏散門(淡五號水門)外,Datong Dist,YouBike2.0_Dadaocheng Wharf,Dadaocheng Evacuation Gate,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,52,23,25.05662,121.50783,24
500103045,YouBike2.0_歸綏戲曲公園,大同區,2025-12-08 18:40:03,重慶北路二段/歸綏街口(南側),Datong Dist,YouBike2.0_Guisui Park,Sec. 2， Chongqing N. Rd. & Guisui St. Intersection (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,25,11,25.05805,121.51353,14
500103046,YouBike2.0_民權國中(民權西路),大同區,2025-12-08 17:00:03,民權西路/蘭州街(西側),Datong Dist,YouBike2.0_Min-Quan Junior High School (Minquan W. Rd.),Minquan W. Rd. & Lanzhou St. Intersection (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:00:03,2025-12-08,25,3,25.06322,121.5144,22
500103047,YouBike2.0_承德民權路口,大同區,2025-12-08 18:58:16,承德路二段239號前,Datong Dist,YouBike2.0_Chengde Rd. & Minquan Rd. Intersection,No. 239， Sec. 2， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:58:16,2025-12-08,36,1,25.06247,121.51839,33
500103048,YouBike2.0_南京太原路口,大同區,2025-12-08 18:40:03,南京西路/太原路(東側),Datong Dist,YouBike2.0_Nanjing Rd. & Taiyuan Rd. Intersection,Nanjing W. Rd. & Taiyuan Rd. Intersection (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,29,26,25.05366,121.51638,3
500103049,YouBike2.0_承德民生西路口,大同區,2025-12-08 18:53:17,承德路二段137號前,Datong Dist,YouBike2.0_Chengde Rd. & Minsheng W. Rd. Intersection,No. 137， Sec. 2， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:53:17,2025-12-08,19,18,25.05756,121.51828,1
500103050,YouBike2.0_太原五原路口,大同區,2025-12-08 18:30:03,太原路 / 五原路口(東南側),Datong Dist,YouBike2.0_Taiyuan Rd. & Wuyuan Rd. Intersection,Taiyuan Rd. & Wuyuan Rd. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,39,14,25.05646,121.51698,24
500103051,YouBike2.0_臺北轉運站(華陰街),大同區,2025-12-08 18:50:05,華陰街45號(對面),Datong Dist,YouBike2.0_Taipei Bus Station (Huayin St.),No. 45， Huayin St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,20,10,25.04937,121.51914,10
500103052,YouBike2.0_捷運民權西路站(3號出口),大同區,2025-12-08 17:40:04,民權西路70巷37號對面,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 3),No. 37， Ln. 70， Minquan W. Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:40:04,2025-12-08,50,1,25.06129,121.52021,49
500103053,YouBike2.0_捷運中山站(5號出口),大同區,2025-12-08 18:50:05,南京西路57號前,Datong Dist,YouBike2.0_MRT Zhongshan Sta. (Exit 5),No. 57， Nanjing W. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,18,3,25.05296,121.51938,15
500103054,YouBike2.0_重慶長安路口,大同區,2025-12-08 17:50:04,長安西路244號(重慶路側),Datong Dist,YouBike2.0_Chongqing Rd. & Chang'an Rd. Intersection,No. 244， Chang'an W. Rd. (Sec. 1， Chongqing N. Rd.),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,21,15,25.0515,121.51398,5
500103055,YouBike2.0_承德昌吉街口,大同區,2025-12-08 18:40:03,承德路三段83號前,Datong Dist,YouBike2.0_Chengde Rd. & Changji St. Intersection,No. 83， Sec. 3， Chengde Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,18,3,25.06587,121.51847,15
500103056,YouBike2.0_大同16號廣場,大同區,2025-12-08 17:50:04,環河北路一段/民生西路口(東南側),Datong Dist,YouBike2.0_Datong Plaza No.16,Sec. 1， Huanhe N. Rd. & Minsheng W. Rd. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,14,9,25.05658,121.50826,5
500103057,YouBike2.0_捷運圓山站(2號出口),大同區,2025-10-21 04:57:16,承德路三段/庫倫街(東南側),Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 2),Sec. 3， Chengde Rd. & Kulun St. Intersection (Southeast),0,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-10-21 04:57:16,2025-10-21,37,0,25.07182,121.51929,0
500103058,YouBike2.0_樹德公園_1,大同區,2025-12-08 18:50:05,大龍街/大龍街85巷(東北側),Datong Dist,YouBike2.0_Shude Park,Dalong St. & Ln. 85， Dalong St. Intersection (Northeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,40,5,25.06669,121.51615,35
500103059,YouBike2.0_承德鄭州路口(市民高架下),大同區,2025-12-08 17:50:04,承德路一段/鄭州路口(市民高架下),Datong Dist,YouBike2.0_Chengde Rd. & Zhengzhou Rd.  Intersection,Sec. 1， Chengde Rd. & Zhengzhou Rd. (Under  Elevated Bridge),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,38,17,25.04879,121.51626,20
500103060,YouBike2.0_成淵高中,大同區,2025-12-08 18:47:16,錦西街與錦西街52巷口東北側,Datong Dist,YouBike2.0_ChengYuan High School,Jinxi St. & Ln. 52， Jinxi St. Intersection (Northeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:47:16,2025-12-08,25,0,25.06036,121.51996,25
500103061,YouBike2.0_雙蓮國小,大同區,2025-12-08 17:57:16,民權西路102巷4弄25號對側人行道,Datong Dist,YouBike2.0_ShuangLian Elementary School,No. 25， Aly. 4， Ln. 102， Minquan W. Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:57:16,2025-12-08,20,2,25.06157,121.51683,18
500103062,YouBike2.0_寧夏涼州街口,大同區,2025-12-08 17:40:04,寧夏路141號對側,Datong Dist,YouBike2.0_Ningxia Rd. & Liangzhou St. Intersection,No. 141， Ningxia Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:40:04,2025-12-08,15,3,25.06095,121.51428,12
500103063,YouBike2.0_延平涼州街口,大同區,2025-12-08 18:59:15,延平北路二段/涼州街口(行人天橋下),Datong Dist,YouBike2.0_Yanping Rd. & Liangzhou St. Intersection,Sec. 2， Yanping N. Rd. & Liangzhou St. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:59:15,2025-12-08,14,12,25.06092,121.51126,2
500103064,YouBike2.0_大同行政中心,大同區,2025-12-08 18:30:03,昌吉街63號旁,Datong Dist,YouBike2.0_Datong District Admin. Center,No. 63， Changji St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,16,9,25.06603,121.51481,7
500103065,YouBike2.0_大龍市場,大同區,2025-12-08 18:50:05,重慶北路三段335巷13號對面,Datong Dist,YouBike2.0_Dalong Market,No. 13， Ln. 335， Sec. 3， Chongqing N. Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,15,3,25.07473,121.51451,12
500103066,YouBike2.0_南京西寧北路口(西北側),大同區,2025-12-08 18:40:03,南京西路/西寧北路(西北側),Datong Dist,YouBike2.0_NanJing W. Rd. & XiNing N. Rd. Intersection (Northwest),NanJing W. Rd. & XiNing N. Rd. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,13,5,25.05348,121.50855,7
500103068,YouBike2.0_哈密街23巷19弄口,大同區,2025-12-08 18:50:05,敦煌路78號,Datong Dist,YouBike2.0_Aly. 19， Ln. 23， Hami St.,No. 78， Dunhuang Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,23,5,25.07563,121.51815,18
500103069,YouBike2.0_民權西路160巷口,大同區,2025-12-08 18:52:15,民權西路160巷口西側,Datong Dist,YouBike2.0_Ln. 160， MinQuan W. Rd.,Ln. 160， MinQuan W. Rd. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:52:15,2025-12-08,15,1,25.06289,121.51544,14
500103070,YouBike2.0_重慶北路三段205巷口,大同區,2025-12-08 18:50:05,重慶北路三段203-5號前,Datong Dist,YouBike2.0_Ln. 205， Sec. 3， ChongQing N. Rd.,No. 203-5， Sec. 3， ChongQing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,19,6,25.06997,121.51388,13
500103071,YouBike2.0_承德路二段91巷口,大同區,2025-12-08 18:00:04,承德路二段91巷/承德路二段(東南側),Datong Dist,YouBike2.0_Ln. 91， Sec. 2， ChengDe Rd.,Ln. 91， Sec. 2， ChengDe Rd. & ChengDe Rd. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,20,5,25.05621,121.51847,15
500103072,YouBike2.0_酒泉庫倫街口,大同區,2025-12-08 18:50:05,酒泉街52號(前),Datong Dist,YouBike2.0_JiuQuan St. & KuLun St. Intersection,No. 52， JiuQuan St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,15,3,25.07194,121.51626,10
500103073,YouBike2.0_民族西大龍街口,大同區,2025-12-08 18:40:03,民族西路165號(前),Datong Dist,YouBike2.0_MinZu W. Rd. & DaLong St. Intersection,No. 165， MinZu W. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,16,6,25.06864,121.51559,10
500103074,YouBike2.0_承德路三段324巷口,大同區,2025-12-08 15:01:16,承德路三段316號(旁),Datong Dist,YouBike2.0_Ln. 324， Sec. 3， ChengDe Rd.,No. 316， Sec. 3， ChengDe Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 15:01:16,2025-12-08,45,4,25.07477,121.51977,41
500103075,YouBike2.0_玉泉公園(鄭州路),大同區,2025-12-08 14:42:01,鄭州路/西寧北路(西南側),Datong Dist,YouBike2.0_YuQuan Park (ZhengZhou Rd.),ZhengZhou Rd. & XinIng N. Rd. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 14:42:01,2025-12-08,20,18,25.05044,121.50766,2
500103076,YouBike2.0_玉泉公園(忠孝西路),大同區,2025-12-08 17:30:04,忠孝西路二段/西寧北路(西北側),Datong Dist,YouBike2.0_YuQuan Park (ZhongXiao W. Rd.),Sec. 2， ZhongXiao W. Rd. & XinIng N. Rd. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,25,11,25.04888,121.50745,14
500103077,YouBike2.0_太平國小,大同區,2025-12-08 18:20:04,重慶北路二段184號旁,Datong Dist,YouBike2.0_Taiping Elementary School,No. 184， Sec. 2， ChongPing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,23,4,25.06189,121.51343,19
500103078,YouBike2.0_明倫高中,大同區,2025-12-08 14:06:17,承德路三段336號旁,Datong Dist,YouBike2.0_Minglun High School,No. 336， Sec. 3， ChengDe Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 14:06:17,2025-12-08,32,6,25.07576,121.52011,26
500103079,YouBike2.0_伊寧重慶北路口,大同區,2025-12-08 18:20:04,伊寧街/重慶北路三段,Datong Dist,YouBike2.0_YiNing St. & ChongQing N. Rd. Intersection,YiNing St. & Sec. 3， ChongQing N. Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,15,12,25.06465,121.51335,3
500103080,YouBike2.0_永樂國小,大同區,2025-12-08 18:40:03,安西街128號對面,Datong Dist,YouBike2.0_YongLe Elementary School,No. 128， AnXi St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,17,8,25.06174,121.50982,9
500103081,YouBike2.0_民權延平路口(西南側),大同區,2025-12-08 14:50:04,民權西路與延平北路二段口(西南側),Datong Dist,YouBike2.0_MinQuan W. Rd. & Yanping N. Rd. Intersection (Southwest),MinQuan W. Rd. & Sec. 2， Yanping N. Rd. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 14:50:04,2025-12-08,14,4,25.06263,121.51107,10
500103082,YouBike2.0_捷運民權西路站(1號出口),大同區,2025-12-08 18:50:05,捷運民權西路站(1號出口),Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 1),MRT Minquan W. Rd. Sta. (Exit 1),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,19,3,25.06277,121.51933,16
500103083,YouBike2.0_承德路三段301巷,大同區,2025-12-08 16:57:16,承德路三段299巷14號(對面公園),Datong Dist,YouBike2.0_Ln. 301， Sec. 3， ChengDe Rd.,No. 14， Ln. 299， Sec. 3， ChengDe Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:57:16,2025-12-08,39,1,25.07535,121.52138,38
500103084,YouBike2.0_捷運圓山站(庫倫街61巷口),大同區,2025-12-08 18:54:16,庫倫街/庫倫街61巷口(西北側),Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Ln. 61， KuLun St.),KuLun St. & Ln. 61， KuLun St. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:54:16,2025-12-08,38,1,25.07197,121.51961,37
500103085,YouBike2.0_大龍國小地下停車場,大同區,2025-12-08 18:00:04,哈密街45巷4號(對面),Datong Dist,YouBike2.0_Dalong School Car Park,No. 4， Ln. 45， HaMi St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,17,5,25.07374,121.5173,12
500103086,YouBike2.0_捷運北門站(1號出口),大同區,2025-12-08 18:40:03,塔城街/忠孝西路二段(西北側),Datong Dist,YouBike2.0_MRT Beimen. (Exit 1),TaCheng St. & Sec. 2， ZhongXiao W. Rd. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,26,15,25.04885,121.50988,11
500103087,YouBike2.0_重慶北路派出所,大同區,2025-12-08 18:00:04,重慶北路三段320-2號,Datong Dist,YouBike2.0_ChongQing N. Rd. Police Station,No. 320-2， Sec. 3， ChongQing N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,18,4,25.07553,121.5136,14
500104001,YouBike2.0_劍潭抽水站,士林區,2025-12-08 18:50:05,通河東街325巷/通河東街口,Shilin Dist,YouBike2.0_Jiantan Pumping Station,Ln. 325， Tonghe St. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,17,3,25.08128,121.51784,12
