sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes
500101001,YouBike2.0_捷運科技大樓站,大安區,2025-12-08 18:50:05,復興南路二段235號前,Daan Dist.,YouBike2.0_MRT Technology Bldg. Sta.,No.235， Sec. 2， Fuxing S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,28,17,25.02605,121.5436,11
500101002,YouBike2.0_復興南路二段273號前,大安區,2025-12-08 18:53:17,復興南路二段273號西側,Daan Dist.,YouBike2.0_No.273， Sec. 2， Fuxing S. Rd.,No.273， Sec. 2， Fuxing S. Rd. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:53:17,2025-12-08,21,21,25.02565,121.54357,0
500101003,YouBike2.0_國北教大實小東側門,大安區,2025-12-08 18:30:03,和平東路二段96巷7號,Daan Dist.,YouBike2.0_NTUE Experiment Elementary School (East),No. 7， Ln. 96， Sec. 2， Heping E. Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,28,19,25.02429,121.54124,8
500101004,YouBike2.0_和平公園東側,大安區,2025-12-08 18:32:15,和平東路二段118巷33號,Daan Dist.,YouBike2.0_Heping Park (East),No. 33， Ln. 118， Sec. 2， Heping E. Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:32:15,2025-12-08,11,8,25.02351,121.54282,2
500101005,YouBike2.0_辛亥復興路口西北側,大安區,2025-12-08 18:50:05,復興南路二段368號,Daan Dist.,YouBike2.0_Xinhai Fuxing Rd. Intersection (Northwest),No. 368， Sec. 2， Fuxing S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,16,3,25.02153,121.54299,13
500101006,YouBike2.0_復興南路二段280號前,大安區,2025-12-08 18:51:15,復興南路二段280號,Daan Dist.,YouBike2.0_No. 280， Sec. 2， Fuxing S. Rd.,No. 280， Sec. 2， Fuxing S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:51:15,2025-12-08,27,26,25.02429,121.54328,1
500101007,YouBike2.0_復興南路二段340巷口,大安區,2025-12-08 18:50:21,復興南路二段342號,Daan Dist.,YouBike2.0_Ln. 340， Sec. 2， Fuxing S. Rd.,No. 342， Sec. 2， Fuxing S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:21,2025-12-08,11,11,25.02253,121.54326,0
500101008,YouBike2.0_新生南路三段52號前,大安區,2025-12-08 18:23:16,新生南路三段52號,Daan Dist.,YouBike2.0_No. 52， Sec. 3， Xinsheng S. Rd.,No. 52， Sec. 3， Xinsheng S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:23:16,2025-12-08,17,14,25.02112,121.53407,0
500101009,YouBike2.0_新生南路三段66號前,大安區,2025-12-08 18:50:05,新生南路三段66號東側,Daan Dist.,YouBike2.0_No. 66， Sec. 3， Xinsheng S. Rd.,No. 66， Sec. 3， Xinsheng S. Rd. (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,16,15,25.01976,121.53384,1
500101010,YouBike2.0_新生南路三段82號前,大安區,2025-12-08 18:50:05,新生南路三段82號,Daan Dist.,YouBike2.0_No. 82， Sec. 3， Xinsheng S. Rd.,No. 82， Sec. 3， Xinsheng S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,20,11,25.01894,121.53361,9
500101012,YouBike2.0_辛亥路一段30號前,大安區,2025-12-08 18:50:05,辛亥路一段30號,Daan Dist.,YouBike2.0_No. 30， Sec. 1， Xinhai Rd.,No. 30， Sec. 1， Xinhai Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,8,4,25.01986,121.52982,4
500101013,YouBike2.0_和平復興路口西北側,大安區,2025-12-08 18:49:15,復興南路二段236號,Daan Dist.,YouBike2.0_Heping Fuxing Rd. Intersection (Northwest),No. 236， Sec. 2， Fuxing S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:49:15,2025-12-08,9,9,25.02543,121.54332,0
500101014,YouBike2.0_羅斯福路三段311號前,大安區,2025-12-08 18:40:18,羅斯福路三段311號,Daan Dist.,YouBike2.0_No. 311， Sec. 3， Roosevelt Rd.,No. 311， Sec. 3， Roosevelt Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:18,2025-12-08,11,11,25.01717,121.53202,0
500101015,YouBike2.0_大安運動中心停車場,大安區,2025-12-08 16:20:04,敦南街76巷28號,Daan Dist.,YouBike2.0_Taipei Da-an Sports Center Parking lot,No. 28， Ln. 76， Dunnan St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:20:04,2025-12-08,19,10,25.02089,121.54697,9
500101016,YouBike2.0_羅斯福路三段245號前,大安區,2025-12-08 18:58:16,羅斯福路三段245號,Daan Dist.,YouBike2.0_No. 245， Sec. 3， Roosevelt Rd.,No. 245， Sec. 3， Roosevelt Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:58:16,2025-12-08,8,1,25.01927,121.52989,7
500101018,YouBike2.0_溫州公園,大安區,2025-12-08 18:44:14,羅斯福路三段283巷11號,Daan Dist.,YouBike2.0_Wenzhou Park,No. 11， Ln. 283， Sec. 3， Roosevelt Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:44:14,2025-12-08,5,4,25.01895,121.53156,0
500101019,YouBike2.0_和平臥龍街口,大安區,2025-12-08 18:50:05,臥龍街1號,Daan Dist.,YouBike2.0_Heping Wolong St. Intersection,No. 1， Wolong St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,24,4,25.024461,121.546705,20
500101020,YouBike2.0_溫州停車場,大安區,2024-11-01 03:48:14,新生南路三段54巷/溫州街口,Daan Dist.,YouBike2.0_Wenzhou Parking Lot,Ln. 54， Sec. 3， Xinsheng S. Rd. & Wenzhou St. Intersection,0,2025-12-08 18:59:29,2025-12-08 18:59:53,2024-11-01 03:48:14,2024-11-01,5,0,25.02093,121.5331,5
500101021,YouBike2.0_銘傳國小側門,大安區,2025-12-08 18:50:05,羅斯福路四段21號旁天橋下,Daan Dist.,YouBike2.0_Taipei Municipal MingChuan Elementary School(Side Gate),No. 21， Sec. 4， Roosevelt Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,7,4,25.01385,121.53549,3
500101022,YouBike2.0_捷運公館站(2號出口),大安區,2025-12-08 18:50:05,捷運公館站(2號出口)外側,Daan Dist.,YouBike2.0_MRT Gongguan Sta. (Exit 2),MRT Gongguan Sta. (Exit 2),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,99,50,25.01491,121.53438,3
500101023,YouBike2.0_第二學生活動中心,大安區,2025-12-08 18:20:04,羅斯福路四段107號(西南側),Daan Dist.,YouBike2.0_2nd Student Activity Center,No. 107， Sec. 4， Roosevelt Rd.(Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,87,18,25.01244,121.53661,69
500101024,YouBike2.0_臺灣科技大學正門,大安區,2025-12-08 18:30:03,基隆路四段43號(臺灣科技大學正門旁小側門靠田徑場),Daan Dist.,YouBike2.0_NTUST(Main Gate),No. 43， Sec. 4， Keelung Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,50,18,25.01451,121.54142,32
500101025,YouBike2.0_臺灣科技大學側門,大安區,2025-12-08 18:50:05,基隆路四段73巷與基隆路口,Daan Dist.,YouBike2.0_NTUST(Side Gate),Ln. 73， Sec. 4， Keelung Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,97,3,25.01295,121.53973,94
500101026,YouBike2.0_公館公園,大安區,2025-12-08 18:38:16,羅斯福路四段113巷基隆路四段41巷口,Daan Dist.,YouBike2.0_Gongguan Park,Ln. 113， Sec. 4， Roosevelt Rd. & Ln. 41， Sec. 4， Keelung Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:38:16,2025-12-08,30,18,25.01137,121.54062,11
500101027,YouBike2.0_臺灣科技大學後門,大安區,2025-12-08 18:50:05,基隆路四段41巷68弄臺科帆船大樓旁,Daan Dist.,YouBike2.0_NTUST(Back Gate),Aly. 68， Ln. 41， Sec. 4， Keelung Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,39,7,25.01182,121.54165,31
500101028,YouBike2.0_臺大醫學院附設癌醫中心,大安區,2025-12-08 18:57:15,基隆路三段155巷57號西側,Daan Dist.,YouBike2.0_NTU Cancer Center,No. 57， Ln. 155， Sec. 3， Keelung Rd.(West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:57:15,2025-12-08,20,1,25.01426,121.54382,16
500101029,YouBike2.0_臺大環研大樓,大安區,2025-12-08 17:50:04,芳蘭路/基隆路三段155巷口,Daan Dist.,YouBike2.0_NTU Environment Research Building,Fanglan Rd & Ln. 155， Sec. 3， Keelung Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,41,15,25.01234,121.54503,26
500101030,YouBike2.0_臺大永齡生醫工程館,大安區,2025-12-08 18:30:03,芳蘭路51號西北側,Daan Dist.,YouBike2.0_NTU Yonglin Biomedical Engineering Hall,No. 51， Fanglan Rd.(Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,34,10,25.0136,121.54656,24
500101031,YouBike2.0_臺大男七舍前,大安區,2025-12-08 18:53:17,長興街/長興街80巷口西側,Daan Dist.,YouBike2.0_NTU 7th Men's Dorm,Ln. 80， Changxing St. Intersection(West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:53:17,2025-12-08,20,2,25.01537,121.54698,17
500101032,YouBike2.0_臺大男一舍前,大安區,2025-12-08 18:50:05,長興街50號西北側,Daan Dist.,YouBike2.0_NTU 1st Men's Dorm,No. 50， Changxing St.(Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,61,10,25.01637,121.54535,51
500101033,YouBike2.0_臺大男六舍前,大安區,2025-12-08 18:50:05,大安區長興街31號,Daan Dist.,YouBike2.0_NTU 6th Men's Dorm,No. 31， Changxing St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,40,4,25.01664,121.5452,36
500101034,YouBike2.0_臺大動物醫院前,大安區,2025-12-08 18:59:15,基隆路三段155巷/基隆路四段口,Daan Dist.,YouBike2.0_NTU Veterinary Hospital,Ln. 155， Sec. 3， Keelung Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:59:15,2025-12-08,18,0,25.01576,121.54291,17
500101035,YouBike2.0_臺大土木研究大樓前,大安區,2025-12-08 17:40:04,辛亥路三段188號,Daan Dist.,YouBike2.0_NTU Civil Engineering Research Building,No. 188， Sec. 3， Xinhai Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:40:04,2025-12-08,24,5,25.01787,121.5476,19
500101036,YouBike2.0_臺大萬才館前,大安區,2025-12-08 18:30:03,臺大萬才館北側,Daan Dist.,YouBike2.0_NTU Wan Tsai Research Hall,NTU Wan Tsai Research Hall,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,20,2,25.02032,121.54497,18
500101037,YouBike2.0_臺大國青大樓宿舍前,大安區,2025-12-08 18:20:04,辛亥路三段30號西北側,Daan Dist.,YouBike2.0_NTU Guo - Ching Building,No. 30， Sec. 3， Xinhai Rd.(Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,20,1,25.02076,121.54432,17
500101038,YouBike2.0_臺大社科院圖書館前,大安區,2025-12-08 18:40:03,辛亥路與復興南路口西南側,Daan Dist.,YouBike2.0_NTU College of social Sciences Building,Xinhai Fuxing Rd. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,27,3,25.02101,121.54284,24
500101039,YouBike2.0_臺大法人語言訓練中心前,大安區,2025-12-08 18:50:21,臺大法人語言訓練中心北側,Daan Dist.,YouBike2.0_NTU Language Training & Testing Center,NTU Language Training & Testing Center(North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:21,2025-12-08,28,28,25.02104,121.54081,0
500101040,YouBike2.0_臺大綜合體育館停車場前,大安區,2025-12-08 18:56:15,臺大綜合體育館北側,Daan Dist.,YouBike2.0_NTU Sports Center Car Park,NTU Sports Center(North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:56:15,2025-12-08,25,0,25.0222,121.53626,23
500101041,YouBike2.0_辛亥新生路口東南側,大安區,2025-12-08 18:30:03,辛亥新生路口東南側,Daan Dist.,YouBike2.0_Xinhai Xinsheng Rd. Intersection (Southeast),Xinhai Xinsheng Rd. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,50,22,25.02218,121.53474,27
500101042,YouBike2.0_基隆長興路口東側,大安區,2025-12-08 18:20:04,基隆長興路口東側,Daan Dist.,YouBike2.0_Keelung Changxing Rd. Intersection(East),Keelung Changxing Rd. Intersection(East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,15,3,25.01727,121.54471,11
500101091,YouBike2.0_國北教大側門南側,大安區,2025-12-08 18:40:18,敦南街51號,Daan Dist.,YouBike2.0_NTUE Side Gate(South),No. 51， Dunnan St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:18,2025-12-08,34,1,25.022864,121.546622,33
500101092,YouBike2.0_和平實小東北側,大安區,2025-12-08 18:31:15,敦南街73號,Daan Dist.,YouBike2.0_Heping Experiment Elementary School (Northeast),No. 73， Dunnan St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:31:15,2025-12-08,25,1,25.021641,121.54704,23
500101093,YouBike2.0_大安區健康服務中心,大安區,2025-12-08 18:44:14,辛亥路三段15號,Daan Dist.,YouBike2.0_Daan District Public Health Center,No. 15， Sec. 1， Xinhai Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:44:14,2025-12-08,23,1,25.021469,121.544069,22
500101094,YouBike2.0_辛亥泰順街口,大安區,2025-12-08 18:50:05,辛亥泰順街口東南側,Daan Dist.,YouBike2.0_Xinhai Taishun St. Intersection,Xinhai Taishun St. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,20,10,25.02193,121.53165,9
500101095,YouBike2.0_臺北市芳和實驗中學,大安區,2025-12-08 17:30:04,臥龍街170號(前),Daan Dist.,YouBike2.0_Taipei City FangHe Experimental High School,No. 170， Wolong St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,76,2,25.0189,121.55013,74
500101097,YouBike2.0_臥龍樂業街口,大安區,2025-12-08 17:50:04,臥龍街234-2號,Daan Dist.,YouBike2.0_Wolong Leye St. Intersection,No. 234-2， Wolong St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,64,9,25.01856,121.55558,52
500101098,YouBike2.0_臥龍公園,大安區,2025-12-08 17:30:04,辛亥路三段223號西側,Daan Dist.,YouBike2.0_Wolong Park,No. 223， Sec. 3， Xinhai Rd. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,25,7,25.01623,121.55037,18
500101099,YouBike2.0_嘉興公園,大安區,2025-12-08 18:50:05,樂業街101巷3號西北側,Daan Dist.,YouBike2.0_Jiaxing Park,No. 3， Ln. 101， Leye St. (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,44,29,25.021,121.55211,15
500101100,YouBike2.0_捷運麟光站(2號出口),大安區,2025-12-08 18:20:04,和平東路三段420號東北側,Daan Dist.,YouBike2.0_MRT Linguang Sta. (Exit 2),No. 420， Sec. 3， Heping E. Rd. (Northeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,69,3,25.0181,121.55929,66
500101101,YouBike2.0_捷運六張犁站,大安區,2025-12-08 18:50:05,和平東路三段410號,Daan Dist.,YouBike2.0_MRT Liuzhangli Sta.,No. 410， Sec. 3， Heping E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,64,31,25.02397,121.55266,33
500101102,YouBike2.0_喬治工商,大安區,2025-12-08 18:40:03,基隆路二段166號,Daan Dist.,YouBike2.0_George Vocational High School of Taipei,No. 166， Sec. 2， Keelung Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,22,10,25.02705,121.55551,12
500101103,YouBike2.0_法治公園,大安區,2025-12-08 18:30:03,通化街189號西側,Daan Dist.,YouBike2.0_Fazhi Park,No. 189， Tonghua St. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,41,21,25.02694,121.55325,19
500101104,YouBike2.0_捷運臺電大樓站(2號出口),大安區,2025-12-08 18:20:04,辛亥路一段/羅斯福路三段口北側(辛亥路側),Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2),Sec. 1， Xinhai Rd & Sec. 3， Roosevelt Rd (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,18,7,25.02021,121.52942,9
500101105,YouBike2.0_和平金山路口,大安區,2025-12-08 18:50:05,和平東路一段/金山南路二段西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection,Sec. 1， Heping E. Rd & Sec. 2， Jinshan S. Rd Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,58,5,25.02669,121.52529,51
500101107,YouBike2.0_和平龍泉街口,大安區,2025-12-08 18:56:15,和平東路一段/龍泉街口西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Longquan St. Intersection,Sec. 1， Heping E. Rd & Longquan St. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:56:15,2025-12-08,34,1,25.02638,121.52971,31
500101108,YouBike2.0_和平泰順街口,大安區,2025-12-08 18:30:03,和平東路一段/泰順街口東南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Taishun St  Intersection,Sec. 1， Heping E. Rd & Taishun St  Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,19,7,25.02621,121.53171,12
500101109,YouBike2.0_臺灣師範大學(圖書館),大安區,2025-12-08 18:50:05,和平東路一段129號前,Daan Dist.,YouBike2.0_National Taiwan Normal University (library),No. 129， Sec. 1， Heping E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,40,3,25.0266,121.52973,36
500101110,YouBike2.0_捷運古亭站(6號出口),大安區,2025-12-08 18:55:20,羅斯福路二段41號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 6),No. 41， Sec. 2， Roosevelt Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,60,0,25.0276,121.52217,55
500101111,YouBike2.0_捷運古亭站(5號出口),大安區,2025-02-12 12:39:16,和平東路一段19號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 5),No. 19， Sec. 1， Heping E. Rd,0,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-02-12 12:39:16,2025-02-12,14,0,25.02715,121.52293,14
500101113,YouBike2.0_臺北市立圖書館(總館),大安區,2025-12-08 18:20:04,建國南路二段/建國南路二段151巷(橋下空間),Daan Dist.,YouBike2.0_Taipei Public library,Sec. 2， Jianguo S. Rd & Ln. 151， Sec. 2， Jianguo S. Rd (Under Bridge),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,99,43,25.02895,121.5379,53
500101114,YouBike2.0_新生和平路口東北側,大安區,2025-12-08 18:40:03,新生南路二段與和平東路二段口東北側,Daan Dist.,YouBike2.0_Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd (Northeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,51,2,25.02657,121.53515,48
500101115,YouBike2.0_建國和平路口西北側,大安區,2025-12-08 18:40:03,建國南路二段與和平東路二段口西北側,Daan Dist.,YouBike2.0_Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Jianguo S. Rd & Sec. 2， Heping E. Rd. (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,50,10,25.02606,121.53738,39
500101116,YouBike2.0_金華公園,大安區,2025-12-08 18:40:03,金華街249號對面,Daan Dist.,YouBike2.0_Jinhua Park,No. 249， Jinhua St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,44,19,25.02984,121.53107,23
500101117,YouBike2.0_捷運東門站(3號出口),大安區,2025-02-27 01:05:15,信義路二段128號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 3),No. 128， Sec. 2， Xinyi Rd.,0,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-02-27 01:05:15,2025-02-27,18,0,25.03383,121.52815,0
500101118,YouBike2.0_金甌女中,大安區,2025-12-08 18:40:03,信義路二段與杭州南路二段東南側,Daan Dist.,YouBike2.0_Jin'ou Girls High School,Sec. 2， Xinyi Rd. & Sec. 2， Hangzhou S. Rd. (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,15,3,25.03519,121.5245,11
500101119,YouBike2.0_金杭公園,大安區,2025-12-08 18:40:03,愛國東路21巷與杭州南路二段25巷口東南側,Daan Dist.,YouBike2.0_Jinhang Park,Ln. 21， Aiguo E. Rd. & Ln. 25， Sec. 2， Hangzhou S. Rd. Intersection (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,20,7,25.03325,121.52436,13
500101120,YouBike2.0_愛國金山路口,大安區,2025-12-08 18:30:03,愛國東路與杭州南路二段口西南側,Daan Dist.,YouBike2.0_Aiguo & Jinshan Rd. Intersection,Aiguo E. Rd. & Sec. 2， Hangzhou S. Rd. Intersection (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,57,22,25.03164,121.52661,35
500101122,YouBike2.0_敦化南路二段293巷口南側,大安區,2025-12-08 18:50:05,敦化南路二段293巷口南側,Daan Dist.,YouBike2.0_Ln. 293， Sec. 2， Dunhua S. Rd (South),Ln. 293， Sec. 2， Dunhua S. Rd. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,14,8,25.0237,121.54899,6
500101123,YouBike2.0_敦化基隆路口,大安區,2025-12-08 18:40:03,敦化南路二段218號,Daan Dist.,YouBike2.0_Sec. 2， Dunhua S. Rd & Sec. 2， Keelung Rd Intersection,No. 218， Sec. 2， Dunhua S. Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,38,11,25.02215,121.54839,26
500101124,YouBike2.0_安和路二段181巷口,大安區,2025-12-08 18:00:04,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,29,7,25.02721,121.54988,22
500101125,YouBike2.0_臨江街夜市(通化街101巷口),大安區,2025-12-08 18:57:15,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:57:15,2025-12-08,30,4,25.02952,121.55406,20
500101126,YouBike2.0_臨江街夜市(基隆路),大安區,2025-12-08 18:20:04,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,29,20,25.02931,121.55721,9
500101127,YouBike2.0_台北科技大學億光大樓,大安區,2025-12-08 18:40:03,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,59,2,25.04177,121.53833,57
500101128,YouBike2.0_新生南路一段119巷口,大安區,2025-12-08 18:50:05,新生南路一段113號,Daan Dist.,YouBike2.0_Ln. 119， Sec. 1， Xinsheng S. Rd Intersection,No. 113， Ln. 119， Sec. 1， Xinsheng S. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,31,27,25.04003,121.53299,2
500101129,YouBike2.0_幸安國小(仁愛路),大安區,2025-12-08 18:40:03,仁愛路三段22號,Daan Dist.,YouBike2.0_Xing'an Elementary School (Ren'ai Rd),No. 22， Sec. 3， Ren'ai Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,28,4,25.03753,121.53523,23
500101130,YouBike2.0_民榮公園,大安區,2025-12-08 18:48:15,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:48:15,2025-12-08,15,9,25.03534,121.5354,4
500101131,YouBike2.0_復興南路1段340巷口,大安區,2025-12-08 18:40:03,復興南路一段信義路三段147巷45弄口,Daan Dist.,YouBike2.0_Ln. 340， Sec. 1， Fuxing S. Rd Intersection,Sec. 1， Fuxing S. Rd & Aly. 45， Ln. 147， Sec. 3， Xinyi Rd Intersection.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,50,21,25.03701,121.54348,29
500101132,YouBike2.0_建國濟南路口,大安區,2025-12-08 18:40:03,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,54,7,25.03935,121.53828,47
